"industria","ingresos_anuales","utilidad_neta","ebitda","crecimiento_industria","saldo_promedio_mensual","saldo_promedio_semestral","saldo_promedio_anual","ingresos_cuenta","Egresos","Deposito cuenta propia","impacto_cluster"
"Servicios Financieros",-0.432930106809624,-0.432930106809623,-0.465383943114316,0.00478741545194564,-0.432930106809624,-0.383096139929108,-0.432930106809624,-0.411191811675269,-0.450380841477081,-0.16550722119014,"Bajo"
"Servicios Financieros",-0.430293296059479,-0.430293296059479,-0.465692198748578,1.90885887041163,-0.430293296059479,-0.384267871038534,-0.430293296059479,-0.411636978439152,-0.450869688074003,-0.165576370267422,"Medio"
"Servicios Financieros",-0.42881764967637,-0.42881764967637,-0.460224317023558,-0.176082930010546,-0.42881764967637,-0.380052054985031,-0.42881764967637,-0.411764168943119,-0.451009358530267,-0.165161475803731,"Bajo"
"Servicios Financieros",-0.430817432752933,-0.430817432752933,-0.468709243457355,-0.850236035825286,-0.430817432752933,-0.383144458737744,-0.430817432752933,-0.410532010935942,-0.451865018225973,-0.16550722119014,"Bajo"
"Servicios Financieros",-0.431156105693318,-0.431156105693318,-0.461291220774782,-0.176082930010546,-0.431156105693318,-0.385040971976713,-0.431156105693318,-0.41329045499072,-0.435483668998486,-0.165576370267422,"Bajo"
"Servicios Financieros",-0.426293729906354,-0.426293729906354,-0.463953800750422,-0.850236035825286,-0.426293729906354,-0.381851930606727,-0.426293729906354,-0.407948453824118,-0.445908358308079,-0.16509232672645,"Bajo"
"Servicios Financieros",-0.426156648001912,-0.426156648001912,-0.460040650478666,-0.850236035825286,-0.426156648001912,-0.383688045334901,-0.426156648001912,-0.40870364744142,-0.447648538176424,-0.165438072112858,"Bajo"
"Servicios Financieros",-0.424035910303784,-0.424035910303784,-0.449608507713825,-0.850236035825286,-0.424035910303784,-0.382782067672973,-0.424035910303784,-0.406294977272551,-0.450196098794497,-0.165161475803731,"Bajo"
"Servicios Financieros",-0.42512450189788,-0.42512450189788,1.06518132128806,-0.176082930010546,-0.42512450189788,-0.384412827464443,-0.42512450189788,-0.40622343261407,-0.443837173710476,-0.16550722119014,"Bajo"
"Servicios Financieros",-0.4401873841036,-0.4401873841036,0.810759287214115,-0.176082930010546,-0.4401873841036,-0.385500000658756,-0.4401873841036,-0.419912310603486,-0.459956997134654,-0.165576370267422,"Bajo"
"Servicios Financieros",2.45629681126105,2.45629681126105,-0.460453022816721,-0.176082930010546,2.45629681126105,1.91776096940888,2.45629681126105,2.929721156018,2.35469237025273,-0.0536931632255345,"Alto"
"Servicios Financieros",-0.420439526222547,-0.420439526222546,-0.456961018762552,0.00478741545194564,-0.420439526222547,-0.382274720182293,-0.420439526222547,-0.404371220900055,-0.442891013259945,-0.165368923035577,"Bajo"
"Servicios Financieros",-0.422197400055976,-0.422197400055976,-0.480747006176751,0.00478741545194564,-0.422197400055976,-0.379109838216626,-0.422197400055976,-0.404514310217017,-0.443048142523242,-0.164677432262759,"Bajo"
"Servicios Financieros",-0.418246215751478,-0.418246215751478,1.32708454997722,-0.176082930010546,-0.418246215751478,-0.375340971143007,-0.418246215751478,-0.401692270910256,-0.436239029629299,-0.164815730417323,"Bajo"
"Servicios Financieros",-0.415746486905775,-0.415746486905775,-0.448521716502327,1.90885887041163,-0.415746486905775,-0.381006351455595,-0.415746486905775,-0.391358042462962,-0.428600979703476,-0.165299773958295,"Medio"
"Servicios Financieros",-0.417028605894378,-0.417028605894378,-0.451731786560832,-0.850236035825286,-0.417028605894378,-0.380366127241166,-0.417028605894378,-0.402201032926123,-0.434893988883393,-0.164954028571886,"Bajo"
"Servicios Financieros",-0.130261325443622,-0.130261325443622,-0.452740782707137,1.90885887041163,-0.130261325443622,-0.379979576772077,-0.130261325443622,-0.40522975680183,-0.443833788839724,-0.164884879494604,"Medio"
"Servicios Financieros",-0.415875505168779,-0.415875505168779,-0.439575284005089,1.90885887041163,-0.415875505168779,-0.383204857248539,-0.415875505168779,-0.398870231603495,-0.436850266026544,-0.165299773958295,"Medio"
"Servicios Financieros",-0.411029256664691,-0.41102925666469,-0.435174306031293,-0.176082930010546,-0.411029256664691,-0.376790535402091,-0.411029256664691,-0.390491557154689,-0.450262014698601,-0.164954028571886,"Bajo"
"Servicios Financieros",-0.427293621444635,-0.427293621444635,2.06093183412461,0.00478741545194564,-0.427293621444635,-0.384062516101831,-0.427293621444635,-0.406811688694916,-0.445570940139503,-0.16550722119014,"Bajo"
"Servicios Financieros",-0.412803257780996,-0.412803257780996,-0.458987784934695,1.90885887041163,-0.412803257780996,-0.377044209147431,-0.412803257780996,-0.39602434407724,-0.433725139567646,-0.164469985030914,"Medio"
"Servicios Financieros",-0.413730576546337,-0.413730576546337,-0.473736676429814,0.00478741545194564,-0.413730576546337,-0.377466998722997,-0.413730576546337,-0.393536179843392,-0.208205631647914,-0.164815730417323,"Bajo"
"Servicios Financieros",-0.410537374536988,-0.410537374536988,-0.425938920434765,-0.176082930010546,-0.410537374536988,-0.375824159229368,-0.410537374536988,-0.389744312943884,-0.426828910789631,-0.164539134108195,"Bajo"
"Servicios Financieros",-0.409150428209694,-0.409150428209694,-0.465910375886301,0.00478741545194564,-0.409150428209694,-0.37718916557334,-0.409150428209694,-0.39526120105344,0.181357361606691,-0.164400835953632,"Bajo"
"Servicios Financieros",-0.404247734215542,-0.404247734215541,-0.420648856001616,0.00478741545194564,-0.404247734215542,-0.382226401373657,-0.404247734215542,-0.381755159413476,-0.418055860255574,-0.165299773958295,"Bajo"
"Servicios Financieros",-0.421657136079647,-0.421657136079647,-0.432087070286251,-0.669365690362794,-0.421657136079647,-0.378747447151855,-0.421657136079647,-0.404903831135415,-0.450589901783746,-0.16509232672645,"Bajo"
"Servicios Financieros",0.243311055084529,0.243311055084529,-0.41679419826008,-0.669365690362794,0.243311055084529,0.00263290941321696,0.243311055084529,0.344272085447933,0.135128222094362,1.37070450309717,"Bajo"
"Servicios Financieros",-0.33991600282516,-0.33991600282516,-0.420953017158763,1.90885887041163,-0.33991600282516,-0.383990037888877,-0.33991600282516,-0.419459194433104,-0.451013456005387,-0.165438072112858,"Medio"
"Servicios Financieros",-0.438244046517102,-0.438244046517102,-0.411643930974158,-0.669365690362794,-0.438244046517102,-0.384062516101831,-0.438244046517102,-0.417765970849048,-0.461033920486839,-0.165368923035577,"Bajo"
"Servicios Financieros",-0.165741347769728,-0.165741347769728,-0.411073628804507,1.90885887041163,-0.165741347769728,-0.383869240867286,-0.165741347769728,-0.412320627397973,-0.194185140693902,-0.165576370267422,"Medio"
"Servicios Financieros",-0.369445057770206,-0.369445057770206,-0.411880825721551,-0.176082930010546,-0.369445057770206,-0.359673597442738,-0.369445057770206,-0.338844263137711,-0.382330509137762,-0.161911469171489,"Bajo"
"Servicios Financieros",-0.290727790054876,-0.290727790054876,-0.479079969065464,1.90885887041163,-0.290727790054876,-0.373456537606197,-0.290727790054876,-0.391588575251401,-0.368149682200795,-0.164539134108195,"Medio"
"Servicios Financieros",-0.376653953215556,-0.376653953215556,-0.463313307544507,0.00478741545194564,-0.376653953215556,-0.344513571233148,-0.376653953215556,-0.366325361401016,-0.422253456289353,-0.163501897948969,"Bajo"
"Servicios Financieros",4.04737422155098,4.04737422155098,-0.454565749650019,-0.669365690362794,4.04737422155098,5.36622602296173,4.04737422155098,4.23667512893431,2.363354699883,0.462297251450957,"Alto"
"Servicios Financieros",-0.291534154198651,-0.291534154198651,-0.477149715568185,1.90885887041163,-0.291534154198651,-0.367766997889292,-0.291534154198651,-0.391040066203045,-0.302999827793144,-0.164193388721787,"Medio"
"Servicios Financieros",-0.165741347769728,-0.165741347769728,-0.379312184894733,1.90885887041163,-0.165741347769728,-0.384678580911942,-0.165741347769728,-0.40366372372174,-0.21876999141377,-0.16550722119014,"Medio"
"Servicios Financieros",0.423388295672395,0.423388295672395,-0.362273310841478,1.90885887041163,0.423388295672395,0.257587103181822,0.423388295672395,0.266972056662172,0.301858760352479,-0.132384813172177,"Medio"
"Servicios Financieros",-0.424503601507173,-0.424503601507173,-0.35815836134046,-0.850236035825286,-0.424503601507173,-0.382516314225474,-0.424503601507173,-0.404212232770096,-0.438331236055778,-0.165230624881013,"Bajo"
"Servicios Financieros",-0.25524776772877,-0.25524776772877,-0.347849052889083,1.90885887041163,-0.25524776772877,-0.374821543950168,-0.25524776772877,-0.391779361007352,2.87603247933002,-0.164469985030914,"Medio"
"Servicios Financieros",-0.436526490890861,-0.436526490890861,-0.342312734903705,-0.669365690362794,-0.436526490890861,-0.385403363041484,-0.436526490890861,-0.418219087019429,-0.458069664464173,-0.165576370267422,"Bajo"
"Servicios Financieros",-0.30247651562968,-0.30247651562968,-0.451088953653708,-0.669365690362794,-0.30247651562968,-0.3082865444582,-0.30247651562968,-0.307197675869497,-0.308353268112942,-0.158177418998274,"Bajo"
"Servicios Financieros",0.275339838875278,0.275339838875278,-0.333977549347272,1.90885887041163,0.275339838875278,-0.383458530993879,0.275339838875278,-0.409132915392308,0.17102459826066,-0.165368923035577,"Medio"
"Servicios Financieros",-0.435107289997816,-0.435107289997816,-0.34582228671694,-0.669365690362794,-0.435107289997817,-0.383639726526264,-0.435107289997817,-0.414101294453507,-0.456815480775276,-0.165438072112858,"Bajo"
"Servicios Financieros",-0.304581126044933,-0.304581126044933,0.597666320218126,-0.850236035825286,-0.304581126044933,-0.307501363817863,-0.304581126044933,-0.261027522929585,-0.316835754215665,0.212872214793227,"Bajo"
"Servicios Financieros",-0.344754187687811,-0.344754187687811,4.95068802326259,1.90885887041163,-0.344754187687811,-0.380462764858438,-0.344754187687811,-0.40836182296201,-0.376968161263356,-0.165230624881013,"Medio"
"Servicios Financieros",-0.420834644652996,-0.420834644652996,-0.335609490940426,-0.669365690362794,-0.420834644652996,-0.382431756310361,-0.420834644652996,-0.405603378907232,-0.44420238344943,-0.165230624881013,"Bajo"
"Servicios Financieros",-0.310233738692797,-0.310233738692797,-0.46588112962119,0.00478741545194564,-0.310233738692797,-0.272893017132226,-0.310233738692797,-0.318573276568019,-0.346461568239659,-0.150709318651844,"Bajo"
"Servicios Financieros",-0.431502842275142,-0.431502842275141,-0.280298954363846,-0.850236035825286,-0.431502842275142,-0.381404981626843,-0.431502842275142,-0.414005901575532,-0.450883049405916,-0.165023177649168,"Bajo"
"Servicios Financieros",1.59069715748418,1.59069715748417,-0.452793425984336,-0.669365690362794,1.59069715748418,0.912379438414506,1.59069715748418,1.63451640590562,1.33343909655814,-0.0988475106905237,"Alto"
"Servicios Financieros",-0.25524776772877,-0.25524776772877,-0.320421905468653,1.90885887041163,-0.25524776772877,-0.375727521612096,-0.25524776772877,-0.399363094806366,-0.297869076338563,-0.164608283185477,"Medio"
"Servicios Financieros",-0.413778958394964,-0.413778958394964,-0.321457223253557,-0.850236035825286,-0.413778958394964,-0.375232253823576,-0.413778958394964,-0.398758939912524,1.13115761710145,-0.164262537799068,"Bajo"
"Servicios Financieros",-0.409037537229566,-0.409037537229566,-0.471911709486932,-0.669365690362794,-0.409037537229566,-0.379375591664125,-0.409037537229566,-0.390571051219668,-0.433776981535469,-0.164746581340041,"Bajo"
"Servicios Financieros",-0.293832292008411,-0.29383229200841,0.794976832709998,-0.669365690362794,-0.29383229200841,-0.258856403223427,-0.29383229200841,-0.261909907050854,-0.349382266320289,-0.150294424188153,"Bajo"
"Servicios Financieros",0.485212234575636,0.485212234575636,-0.316210443292771,-0.850236035825286,0.485212234575636,0.853164738430914,0.485212234575636,0.417724601488702,0.438605400891335,-0.0147622327159037,"Bajo"
"Servicios Financieros",-0.288252252133486,-0.288252252133486,-0.452111403081964,-0.850236035825286,-0.288252252133486,-0.339826646795442,-0.288252252133486,-0.26139319562849,-0.32703597314912,-0.163087003485279,"Bajo"
"Servicios Financieros",-0.284083349510169,-0.284083349510169,-0.438663970384252,-0.669365690362794,-0.284083349510169,-0.312357404085795,-0.284083349510169,-0.274469969317566,-0.323351808562983,-0.159145506080218,"Bajo"
"Servicios Financieros",0.581258267740694,0.581258267740694,-0.302637251655086,-0.850236035825286,0.581258267740694,0.74473733185141,0.581258267740694,0.654942840793093,0.441372443654966,-0.0310814149543991,"Bajo"
"Servicios Financieros",-0.425132565539318,-0.425132565539318,-0.449950689015616,-0.669365690362794,-0.425132565539318,-0.383096139929108,-0.425132565539318,-0.406779891068924,-0.448000564734558,-0.165299773958295,"Bajo"
"Servicios Financieros",-0.431825387932652,-0.431825387932652,-0.269700107887877,-0.669365690362794,-0.431825387932652,-0.383373973078766,-0.431825387932652,-0.41401385098203,-0.4539151809947,-0.165576370267422,"Bajo"
"Servicios Financieros",-0.245506888871966,-0.245506888871966,1.39294128975257,-0.850236035825286,-0.245506888871966,-0.270694511339282,-0.245506888871966,-0.258889132581645,-0.256381249993325,-0.154858263288749,"Bajo"
"Servicios Financieros",-0.423600473666145,-0.423600473666145,-0.290669679971955,-0.669365690362794,-0.423600473666145,-0.384026276995354,-0.423600473666145,-0.400483961122573,-0.443052239998362,-0.16550722119014,"Bajo"
"Servicios Financieros",-0.266891665964883,-0.266891665964883,-0.450959685161921,-0.176082930010546,-0.266891665964883,-0.227775329568228,-0.266891665964883,-0.271719474669286,-0.308159083422473,-0.151884852965633,"Bajo"
"Servicios Financieros",-0.411384056887952,-0.411384056887951,-0.271972542686947,1.90885887041163,-0.411384056887952,-0.375981195357436,-0.411384056887952,-0.388551901969197,-0.435850660248362,-0.164746581340041,"Medio"
"Servicios Financieros",3.42348221987071,3.42348221987071,-0.266734536605694,1.90885887041163,3.42348221987071,2.76563526395159,3.42348221987071,3.91915198518795,3.63666477911185,0.162397703279965,"Alto"
"Servicios Financieros",-0.247942108586167,-0.247942108586167,-0.460505666093919,0.00478741545194564,-0.247942108586167,-0.31443511285715,-0.247942108586167,-0.2525693544158,-0.258936827410546,-0.157416779148174,"Bajo"
"Servicios Financieros",-0.426269538982041,-0.426269538982041,-0.459724205890172,-0.669365690362794,-0.426269538982041,-0.380221170815257,-0.426269538982041,-0.408465165246483,-0.449005336894413,-0.165368923035577,"Bajo"
"Servicios Financieros",-0.437744100747961,-0.437744100747961,-0.172627074584408,-0.669365690362794,-0.437744100747961,-0.385512080360915,-0.437744100747961,-0.416971030199256,-0.459145697060898,-0.165576370267422,"Bajo"
"Servicios Financieros",-0.423326309857262,-0.423326309857261,-0.36600220964304,0.00478741545194564,-0.423326309857262,-0.378228019959017,-0.423326309857262,-0.401668422690762,-0.288156100642202,-0.164746581340041,"Bajo"
"Servicios Financieros",-0.237354547378399,-0.237354547378399,1.25119926589555,1.90885887041163,-0.237354547378399,-0.211950919739891,-0.237354547378399,-0.231710111765261,-0.247825989169449,-0.146836970324065,"Medio"
"Servicios Financieros",-0.209664002681161,-0.20966400268116,-0.458136718619986,1.90885887041163,-0.209664002681161,-0.278618795955609,-0.209664002681161,-0.148591117423024,-0.257585551376414,-0.158454015307401,"Medio"
"Servicios Financieros",-0.222227156041177,-0.222227156041177,-0.440492446878948,-0.669365690362794,-0.222227156041177,-0.224344694155062,-0.222227156041177,-0.203688453860098,-0.268687927440633,-0.14586888324212,"Bajo"
"Servicios Financieros",-0.191553064011971,-0.191553064011971,5.19559332266965,-0.669365690362794,-0.191553064011971,-0.284562009417854,-0.191553064011971,-0.159688488894118,-0.450502518673035,-0.159352953312064,"Bajo"
"Servicios Financieros",-0.401651241672586,-0.401651241672585,-0.463991820895066,0.00478741545194564,-0.401651241672586,-0.379701743622419,-0.401651241672586,-0.377343238807131,-0.427249525518252,-0.165368923035577,"Bajo"
"Servicios Financieros",4.77737568091062,4.77737568091062,-0.439097400033187,-0.850236035825286,4.77737568091062,2.49520697171726,4.77737568091062,4.40955087204455,4.14958742723507,0.138887017004167,"Alto"
"Servicios Financieros",-0.194335020307995,-0.194335020307995,-0.433578629806875,-0.176082930010546,-0.194335020307995,-0.290311947645555,-0.194335020307995,-0.220922767147586,-0.20268027552417,-0.157209331916329,"Bajo"
"Servicios Financieros",-0.404868634606248,-0.404868634606248,-0.465970038267126,-0.669365690362794,-0.404868634606248,-0.378952802088559,-0.404868634606248,-0.381556424251028,-0.430092816949332,-0.165161475803731,"Bajo"
"Servicios Financieros",-0.183578122630034,-0.183578122630034,-0.210520290437206,1.90885887041163,-0.183578122630034,-0.163607951699431,-0.183578122630034,-0.141810273680299,-0.283514017633451,-0.145108243392021,"Medio"
"Servicios Financieros",-0.19528652999765,-0.19528652999765,-0.470270994014245,0.00478741545194564,-0.19528652999765,-0.305556531770258,-0.19528652999765,-0.220342460473238,-0.244879815482639,-0.15451251790234,"Bajo"
"Servicios Financieros",-0.406739399419807,-0.406739399419807,-0.439630851908799,-0.850236035825286,-0.406739399419807,-0.375655043399142,-0.406739399419807,-0.390547203000174,-0.425582476673243,-0.164539134108195,"Bajo"
"Servicios Financieros",2.99551251420349,2.99551251420349,-0.426627962440764,-0.669365690362794,2.99551251420349,3.36088674724239,2.99551251420349,2.71846567833582,3.18281560794445,9.1782091825704,"Alto"
"Servicios Financieros",0.923059901004104,0.923059901004103,-0.0920980685285269,-0.850236035825286,0.923059901004104,1.12412453756024,0.923059901004104,0.765566781618129,0.743431183456058,-0.0924857955806018,"Bajo"
"Servicios Financieros",-0.186029469627111,-0.186029469627111,-0.469551535892532,-0.669365690362794,-0.186029469627111,-0.301304476610278,-0.186029469627111,-0.172335994632307,-0.191115241073578,0.534940514586657,"Bajo"
"Servicios Financieros",-0.155758559669792,-0.155758559669792,-0.12679466760477,1.90885887041163,-0.155758559669792,-0.237994757594772,-0.155758559669792,-0.101276249947412,-0.209947949329366,-0.148703995410673,"Medio"
"Servicios Financieros",-0.434470262324234,-0.434470262324234,1.19713286543676,-0.850236035825286,-0.434470262324234,-0.382649190949224,-0.434470262324234,-0.415556035842626,-0.454683902957426,-0.165368923035577,"Bajo"
"Servicios Financieros",-0.435502408428266,-0.435502408428266,-0.476205646130425,-0.850236035825286,-0.435502408428266,-0.383494770100356,-0.435502408428266,-0.414331827241947,-0.457164656915935,-0.165299773958295,"Bajo"
"Servicios Financieros",-0.427035584918627,-0.427035584918627,-0.0539006915185817,-0.850236035825286,-0.427035584918627,-0.38169489447866,-0.427035584918627,-0.4087831415064,-0.44968231104467,-0.165438072112858,"Bajo"
"Servicios Financieros",-0.437115136715817,-0.437115136715816,0.676194881740463,0.00478741545194564,-0.437115136715817,-0.384497385379556,-0.437115136715817,-0.417583134499595,-0.458589865653318,-0.165576370267422,"Bajo"
"Servicios Financieros",-0.110457022072504,-0.110457022072504,-0.137328587372194,-0.669365690362794,-0.110457022072504,-0.276057899097893,-0.110457022072504,-0.0969517728125441,2.3844118917512,-0.157001884684484,"Bajo"
"Servicios Financieros",-0.41877841608637,-0.41877841608637,-0.080706648268069,-0.850236035825286,-0.41877841608637,-0.384038356697513,-0.41877841608637,-0.401421991089327,-0.442385242309266,-0.16550722119014,"Bajo"
"Servicios Financieros",-0.419641225720209,-0.419641225720209,-0.0277948903558349,-0.669365690362794,-0.419641225720209,-0.377454919020838,-0.419641225720209,-0.395523531467871,-0.439121959678388,-0.164884879494604,"Bajo"
"Servicios Financieros",-0.427519403404892,-0.427519403404892,-0.0724048034538622,-0.669365690362794,-0.427519403404892,-0.381477459839797,-0.427519403404892,-0.410762543724381,-0.450109873665886,-0.165299773958295,"Bajo"
"Servicios Financieros",-0.4157303596229,-0.4157303596229,-0.440931140855602,-0.850236035825286,-0.4157303596229,-0.381610336563546,-0.4157303596229,-0.390912875699078,-0.437198907713927,-0.165368923035577,"Bajo"
"Servicios Financieros",3.67215685816953,3.67215685816953,-0.0435761750093472,0.00478741545194564,3.67215685816953,1.91167279952073,3.67215685816953,3.12076924238248,3.9003768526249,0.105764608986204,"Alto"
"Servicios Financieros",-0.123213702827027,-0.123213702827027,-0.448134495952267,0.00478741545194564,-0.123213702827027,-0.179130368973792,-0.123213702827027,-0.118256182226966,-0.128043875458309,-0.154719965134186,"Bajo"
"Servicios Financieros",-0.428535422226049,-0.428535422226049,0.0200601883188302,-0.850236035825286,-0.428535422226049,-0.381380822222525,-0.428535422226049,-0.407717921035678,-0.451007755170437,-0.165023177649168,"Bajo"
"Servicios Financieros",-0.111005349690271,-0.111005349690271,-0.44789935598078,-0.850236035825286,-0.111005349690271,-0.116352156853284,-0.111005349690271,-0.135760775335383,-0.170398406866969,-0.147321013865037,"Bajo"
"Servicios Financieros",1.16005032285962,1.16005032285962,3.18953116652344,1.90885887041163,1.16005032285962,1.21677585312004,1.16005032285962,0.9333469551632,-0.181865636367958,-0.0240973581489413,"Medio"
"Servicios Financieros",-0.428720885979117,-0.428720885979117,2.61069142716179,-0.850236035825286,-0.428720885979117,-0.384557783890351,-0.428720885979117,-0.412058296983542,-0.451171654175236,-0.165576370267422,"Bajo"
"Servicios Financieros",-0.421770027059776,-0.421770027059775,3.95236734864815,0.00478741545194564,-0.421770027059776,-0.38144122073332,-0.421770027059776,-0.401032470170929,-0.445029004517113,-0.165368923035577,"Bajo"
"Servicios Financieros",-0.41580293239584,-0.415802932395839,-0.473271660814561,-0.669365690362794,-0.41580293239584,-0.382745828566496,-0.41580293239584,-0.393067164860014,-0.439755732188793,-0.165230624881013,"Bajo"
"Servicios Financieros",-0.0770412919544618,-0.0770412919544619,-0.467637075378412,1.90885887041163,-0.0770412919544619,-0.383796762654332,-0.0770412919544619,-0.402948277136927,-0.140383510857669,-0.165438072112858,"Medio"
"Servicios Financieros",-0.137357329908843,-0.137357329908843,-0.474184144286002,-0.669365690362794,-0.137357329908843,-0.155285036911855,-0.137357329908843,-0.121968555061494,-0.193686317635818,-0.133214602099558,"Bajo"
"Servicios Financieros",-0.413424158171703,-0.413424158171703,1.45328978795704,-0.669365690362794,-0.413424158171703,-0.374821543950168,-0.413424158171703,-0.395571227906859,-0.432597621305284,-0.164055090567223,"Bajo"
"Servicios Financieros",1.83879121359948,1.83879121359947,0.0277952405151996,0.00478741545194564,1.83879121359948,2.61864944808044,1.83879121359948,2.16428870314641,1.93093069166469,0.0281101951987874,"Alto"
"Servicios Financieros",-0.0597609083533604,-0.0597609083533605,-0.0434539256211862,-0.669365690362794,-0.0597609083533604,-0.194858141184856,-0.0597609083533604,-0.00208355566638281,-0.061455005603632,-0.154443368825059,"Bajo"
"Servicios Financieros",0.747449917772752,0.747449917772751,-0.436874683884805,-0.176082930010546,0.747449917772752,0.791232105461538,0.747449917772752,0.762800388156853,0.588240204042351,-0.0114430770063793,"Bajo"
"Servicios Financieros",3.70257291367273,3.70257291367272,-0.0138695736862214,-0.850236035825286,3.70257291367273,2.76716938612579,3.70257291367273,3.70594890291377,3.56619462048755,-0.000932417259551785,"Alto"
"Servicios Financieros",-0.105723664548544,-0.105723664548544,0.0697601213966524,-0.850236035825286,-0.105723664548544,-0.22448965058097,-0.105723664548544,-0.0796459148665752,-0.202372074134711,-0.150294424188153,"Bajo"
"Servicios Financieros",-0.410521247254112,-0.410521247254112,-0.243053835745892,-0.669365690362794,-0.410521247254112,-0.374495391991875,-0.410521247254112,-0.395881254760278,-0.435088173573862,-0.164400835953632,"Bajo"
"Servicios Financieros",-0.267948002993228,-0.267948002993228,-0.45435634639183,-0.176082930010546,-0.267948002993228,-0.241860262285664,-0.267948002993228,-0.219054656620575,-0.30909259514546,-0.158246568075555,"Bajo"
"Servicios Financieros",-0.100272642936624,-0.100272642936624,0.0775174007545057,-0.669365690362794,-0.100272642936624,-0.0995613708522242,-0.100272642936624,-0.0893839378265256,-0.195187240587375,-0.136118863345392,"Bajo"
"Servicios Financieros",-0.0306672900459531,-0.0306672900459531,-0.037674863635393,0.00478741545194564,-0.0306672900459531,-0.191657020112712,-0.0306672900459531,-0.0124893287721584,-0.0309234714270306,-0.151331660347379,"Bajo"
"Servicios Financieros",-0.436631318229552,-0.436631318229551,0.0699490522692648,-0.850236035825286,-0.436631318229552,-0.385862391723527,-0.436631318229552,-0.41638277411841,-0.456951766360788,-0.165645519344704,"Bajo"
"Servicios Financieros",-0.0353522657212867,-0.0353522657212867,0.799889035397923,1.90885887041163,-0.0353522657212867,-0.20320521537675,-0.0353522657212867,0.0213592440959793,-0.103541864996302,-0.151400809424661,"Medio"
"Servicios Financieros",4.06592866049925,4.06592866049924,-0.450522161035871,-0.176082930010546,4.06592866049925,5.14972152116533,4.06592866049925,3.91228369797375,3.91941194052139,0.591121982426876,"Alto"
"Servicios Financieros",-0.0658247667145495,-0.0658247667145496,-0.0618381278695144,-0.850236035825286,-0.0658247667145495,-0.18053161442424,-0.0658247667145495,0.00886277708125118,-0.0636417211845089,-0.145799734164839,"Bajo"
"Servicios Financieros",2.36068621473363,2.36068621473363,0.126617200472265,-0.850236035825286,2.36068621473363,2.66972242880885,2.36068621473363,1.91545638094856,2.50960115833643,7.45358185038176,"Alto"
